feature_tag,family,feature_name,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
stat_mean,Statistics,Mean,Q4LE,32.0849,31.9543,-0.60536,21.3136,52.0025,-0.00052957,,,
stat_var,Statistics,Variance,ECT3,198.168,132.0754,2.2522,19.3271,1013.9924,0.13365,,,
stat_skew,Statistics,Skewness,KE2A,-0.8165,-1.4411,-4.9554,1.7679,1.0195,-0.12839,,,
stat_kurt,Statistics,(Excess) kurtosis,IPH6,2.8931,5.1039,35.4505,10.6364,1.2126,0.80918,,,
stat_median,Statistics,Median,Y12H,33,34.3333,-0.23595,20.8121,46.1057,0.00058662,,,
stat_min,Statistics,Minimum,1GSF,-100,-86.1111,-21.4007,10.7222,0.10768,-2.7216,,,
stat_p10,Statistics,10th percentile,QG58,14,16.8519,-1.8098,16.4704,16.5817,-0.45973,,,
stat_p90,Statistics,90th percentile,8DWT,48,43.7407,0.2937,26.3958,95.1993,0.45703,,,
stat_max,Statistics,Maximum,84IY,84,65.0741,1.9279,92.9762,223.7396,1.7865,,,
stat_iqr,Statistics,Interquartile range,SALO,18,14.1852,0.64832,5.0647,41.7713,0.47514,,,
stat_range,Statistics,Range,2OJQ,184,151.1852,23.3285,82.2539,223.6319,4.5081,,,
stat_mad,Statistics,Mean absolute deviation,4FUA,10.8341,8.7724,0.80423,3.2203,25.0792,0.28688,,,
stat_rmad,Statistics,Robust mean absolute deviation,1128,7.4691,5.922,0.32658,2.1191,17.4022,0.19761,,,
stat_medad,Statistics,Median absolute deviation,N72L,10.7832,8.568,0.70007,3.1938,24.642,0.28688,,,
stat_cov,Statistics,Coefficient of variation,7TET,0.43875,0.35965,-2.4791,0.20627,0.61234,-690.3428,,,
stat_qcod,Statistics,Quartile coefficient of dispersion,9S40,0.27273,0.21553,-1.0443,0.1207,0.4272,140.7553,,,
stat_energy,Statistics,Energy,N8CA,136101079,127846567.8834,290326.5291,52506124.7225,412231456.0688,14817.8439,,,
stat_rms,Statistics,Root mean square,5ZWQ,35.0372,33.9581,1.6182,21.7623,60.9775,0.36559,,,
