feature_tag,family,feature_name,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
stat_mean,Statistics,Mean,Q4LE,5.4046,5.3674,-0.11415,2.1688,2.0005,7.5864e-06,,,
stat_var,Statistics,Variance,ECT3,24.4431,21.2606,1.3813,0.73707,3.9016,0.00022937,,,
stat_skew,Statistics,Skewness,KE2A,1.5305,1.4735,-1.3382,0.53237,1.4763,-0.015766,,,
stat_kurt,Statistics,(Excess) kurtosis,IPH6,2.2285,2.1305,2.7161,-0.18635,1.8598,1.6367,,,
stat_median,Statistics,Median,Y12H,3.8265,4.0488,0.14905,2.0671,1.3039,-6.3122e-05,,,
stat_min,Statistics,Minimum,1GSF,0.29672,0.36686,-6.8297,0.41112,0.0084569,-0.083852,,,
stat_p10,Statistics,10th percentile,QG58,0.84905,0.91273,-1.7555,1.1433,0.24061,-0.018012,,,
stat_p90,Statistics,90th percentile,8DWT,12.4061,11.7984,0.98771,3.454,4.9489,0.017995,,,
stat_max,Statistics,Maximum,84IY,29.7155,27.2431,4.3733,4.6796,11.9597,0.089819,,,
stat_iqr,Statistics,Interquartile range,SALO,5.811,5.5195,1.0028,1.1231,2.3701,0.017113,,,
stat_range,Statistics,Range,2OJQ,29.4188,26.8763,11.203,4.2684,11.9512,0.17367,,,
stat_mad,Statistics,Mean absolute deviation,4FUA,3.78,3.5257,0.8373,0.68408,1.5316,0.011306,,,
stat_rmad,Statistics,Robust mean absolute deviation,1128,2.4865,2.3357,0.46313,0.47632,1.0226,0.0072635,,,
stat_medad,Statistics,Median absolute deviation,N72L,3.5609,3.3593,0.78581,0.6791,1.4309,0.011306,,,
stat_cov,Statistics,Coefficient of variation,7TET,0.91477,0.85907,-10.2962,0.39585,0.98737,1996.3616,,,
stat_qcod,Statistics,Quartile coefficient of dispersion,9S40,0.63448,0.59688,15.9562,0.26706,0.70825,80.3127,,,
stat_energy,Statistics,Energy,N8CA,1473960.2931,1375497.8532,38306.0886,149471.6382,217130.1532,6.3014,,,
stat_rms,Statistics,Root mean square,5ZWQ,7.3248,7.076,1.1808,2.3326,2.8114,0.015145,,,
