feature_tag,family,feature_name,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
stat_mean,Statistics,Mean,Q4LE,363.6746,366.6734,5.2963,44.935,14.2338,-0.0010629,,,
stat_var,Statistics,Variance,ECT3,27401.5285,26830.5792,38.2517,788.4697,163.4772,0.022266,,,
stat_skew,Statistics,Skewness,KE2A,1.7919,1.7338,-0.49053,0.78804,2.4833,-0.084904,,,
stat_kurt,Statistics,(Excess) kurtosis,IPH6,2.6151,2.392,1.4269,0.075891,9.4653,2.216,,,
stat_median,Statistics,Median,Y12H,309.5632,312.2278,5.0587,39.5849,10.5257,-0.00049406,,,
stat_min,Statistics,Minimum,1GSF,167.7619,185.6905,-28.599,8.7043,0.031663,-0.95438,,,
stat_p10,Statistics,10th percentile,QG58,226.9129,229.4181,-0.83734,13.5219,3.4725,-0.17243,,,
stat_p90,Statistics,90th percentile,8DWT,624.0978,624.2712,13.2351,83.5095,29.3704,0.16922,,,
stat_max,Statistics,Maximum,84IY,1059.3296,1014.392,23.1248,168.0006,139.8391,0.93553,,,
stat_iqr,Statistics,Interquartile range,SALO,121.7524,130.7771,8.7835,44.2531,12.0853,0.1647,,,
stat_range,Statistics,Range,2OJQ,891.5677,828.7015,51.7238,159.2963,139.8075,1.8899,,,
stat_mad,Statistics,Mean absolute deviation,4FUA,119.4743,119.6454,4.8846,23.5002,8.8771,0.10992,,,
stat_rmad,Statistics,Robust mean absolute deviation,1128,63.9431,65.775,3.4984,17.971,5.2788,0.069647,,,
stat_medad,Statistics,Median absolute deviation,N72L,105.5246,105.9968,4.8813,23.2134,8.294,0.10992,,,
stat_cov,Statistics,Coefficient of variation,7TET,0.45517,0.44672,1.1678,0.6249,0.89827,-140.3882,,,
stat_qcod,Statistics,Quartile coefficient of dispersion,9S40,0.18932,0.19913,0.81086,0.52158,0.50274,255.8113,,,
stat_energy,Statistics,Energy,N8CA,12784511927.1644,12914169418.6182,5309061.2939,224814861.8714,29312942.3188,1782.9887,,,
stat_rms,Statistics,Root mean square,5ZWQ,399.5757,401.5968,8.1427,52.987,19.1332,0.14922,,,
