feature_tag,family,feature_name,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
stat_mean,Statistics,Mean,Q4LE,1.7711,1.7502,-0.055757,0.86887,0.738,-3.8175e-05,,,
stat_var,Statistics,Variance,ECT3,0.28787,0.16755,0.056467,0.018524,0.18063,0.00053826,,,
stat_skew,Statistics,Skewness,KE2A,0.68625,0.1407,-0.99208,-0.39764,1.1535,0.068059,,,
stat_kurt,Statistics,(Excess) kurtosis,IPH6,2.2895,1.3638,3.427,-0.23696,2.7849,0.42105,,,
stat_median,Statistics,Median,Y12H,1.7437,1.7694,-0.03261,0.88666,0.67785,-0.00036231,,,
stat_min,Statistics,Minimum,1GSF,0.36098,0.46695,-2.342,0.47216,0.0045777,-0.10302,,,
stat_p10,Statistics,10th percentile,QG58,1.1189,1.2149,-0.3538,0.6743,0.25517,-0.029172,,,
stat_p90,Statistics,90th percentile,8DWT,2.4356,2.2244,0.21709,1.0178,1.2852,0.029225,,,
stat_max,Statistics,Maximum,84IY,6.2834,4.3308,0.63515,1.1992,3.8442,0.15198,,,
stat_iqr,Statistics,Interquartile range,SALO,0.6752,0.50722,0.2936,0.1906,0.549,0.030666,,,
stat_range,Statistics,Range,2OJQ,5.9224,3.8639,2.9771,0.72706,3.8396,0.255,,,
stat_mad,Statistics,Mean absolute deviation,4FUA,0.41329,0.3151,0.18133,0.11036,0.32888,0.018328,,,
stat_rmad,Statistics,Robust mean absolute deviation,1128,0.28068,0.2123,0.1221,0.078346,0.22637,0.012684,,,
stat_medad,Statistics,Median absolute deviation,N72L,0.41265,0.31472,0.18032,0.10951,0.32517,0.018326,,,
stat_cov,Statistics,Coefficient of variation,7TET,0.30294,0.23388,-4.2619,0.15664,0.57589,-607.741,,,
stat_qcod,Statistics,Quartile coefficient of dispersion,9S40,0.19225,0.14455,-3.5331,0.10889,0.39076,-1032.462,,,
stat_energy,Statistics,Energy,N8CA,44643.2041,42115.3146,776.6251,10082.8391,9454.8063,7.0168,,,
stat_rms,Statistics,Root mean square,5ZWQ,1.8506,1.7974,0.24408,0.87947,0.85164,0.0232,,,
